name,kana,per,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,vitA_ug,vitB1_mg,vitB2_mg,vitC_mg
＜魚類＞　はぜ　生,＜魚類＞　はぜ　生,100,78.0,19.1,0.2,0.1,0.0,7.0,0.0,0.0,1.0
＜魚類＞　はぜ　つくだ煮,＜魚類＞　はぜ　つくだ煮,100,277.0,24.3,3.0,0.0,0.0,160.0,0.0,0.0,0.0
＜魚類＞　はぜ　甘露煮,＜魚類＞　はぜ　甘露煮,100,260.0,21.1,2.2,0.0,0.0,22.0,0.0,0.0,0.0
＜魚類＞　はたはた　生,＜魚類＞　はたはた　生,100,101.0,14.1,5.7,0.0,0.0,20.0,0.0,0.0,0.0
＜魚類＞　はたはた　生干し,＜魚類＞　はたはた　生干し,100,154.0,16.7,10.3,0.0,0.0,22.0,0.0,0.0,3.0
＜魚類＞　はまふえふき　生,＜魚類＞　はまふえふき　生,100,85.0,20.5,0.3,0.1,0.0,8.0,0.0,0.0,0.0
＜魚類＞　はも　生,＜魚類＞　はも　生,100,132.0,22.3,5.3,0.0,0.0,59.0,0.0,0.0,1.0
＜魚類＞　ひらまさ　生,＜魚類＞　ひらまさ　生,100,128.0,22.6,4.9,0.1,0.0,19.0,0.0,0.0,3.0
＜魚類＞　ひらめ　天然　生,＜魚類＞　ひらめ　天然　生,100,96.0,20.0,2.0,0.0,0.0,12.0,0.0,0.0,3.0
＜魚類＞　ひらめ　養殖　皮つき　生,＜魚類＞　ひらめ　養殖　皮つき　生,100,115.0,21.6,3.7,0.0,0.0,19.0,0.0,0.0,5.0
＜魚類＞　ひらめ　養殖　皮なし　生,＜魚類＞　ひらめ　養殖　皮なし　生,100,100.0,21.2,2.5,0.1,0.0,9.0,0.0,0.0,10.0
＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,100,80.0,19.3,0.3,0.2,0.0,3.0,0.0,0.0,0.0
＜魚類＞　（ふぐ類）　まふぐ　生,＜魚類＞　（ふぐ類）　まふぐ　生,100,78.0,18.9,0.4,0.0,0.0,7.0,0.0,0.0,0.0
＜魚類＞　ふな　生,＜魚類＞　ふな　生,100,93.0,18.2,2.5,0.1,0.0,12.0,0.0,0.0,1.0
＜魚類＞　ふな　水煮,＜魚類＞　ふな　水煮,100,104.0,20.3,2.8,0.1,0.0,15.0,0.0,0.0,0.0
＜魚類＞　ふな　甘露煮,＜魚類＞　ふな　甘露煮,100,266.0,15.5,3.6,0.0,0.0,61.0,0.0,0.0,0.0
＜魚類＞　ふな　ふなずし,＜魚類＞　ふな　ふなずし,100,181.0,21.3,7.9,0.0,0.0,43.0,0.0,0.0,0.0
＜魚類＞　ぶり　成魚　生,＜魚類＞　ぶり　成魚　生,100,222.0,21.4,17.6,0.3,0.0,50.0,0.0,0.0,2.0
＜魚類＞　ぶり　成魚　焼き,＜魚類＞　ぶり　成魚　焼き,100,260.0,26.2,20.4,0.3,0.0,42.0,0.0,0.0,2.0
＜魚類＞　ぶり　はまち　養殖　皮つき　生,＜魚類＞　ぶり　はまち　養殖　皮つき　生,100,217.0,20.7,17.2,0.3,0.0,32.0,0.0,0.0,2.0
＜魚類＞　ぶり　はまち　養殖　皮なし　生,＜魚類＞　ぶり　はまち　養殖　皮なし　生,100,180.0,21.0,12.0,0.3,0.0,41.0,0.0,0.0,3.0
＜魚類＞　ほうぼう　生,＜魚類＞　ほうぼう　生,100,110.0,19.6,4.2,0.0,0.0,9.0,0.0,0.0,3.0
＜魚類＞　ホキ　生,＜魚類＞　ホキ　生,100,78.0,17.0,1.3,0.0,0.0,43.0,0.0,0.0,0.0
＜魚類＞　ほっけ　生,＜魚類＞　ほっけ　生,100,103.0,17.3,4.4,0.1,0.0,25.0,0.0,0.0,1.0
＜魚類＞　ほっけ　塩ほっけ,＜魚類＞　ほっけ　塩ほっけ,100,113.0,18.1,4.9,0.1,0.0,20.0,0.0,0.0,0.0
＜魚類＞　ほっけ　開き干し　生,＜魚類＞　ほっけ　開き干し　生,100,161.0,20.6,9.4,0.1,0.0,30.0,0.0,0.0,4.0
＜魚類＞　ほっけ　開き干し　焼き,＜魚類＞　ほっけ　開き干し　焼き,100,179.0,23.1,10.9,0.2,0.0,39.0,0.0,0.0,2.0
＜魚類＞　ぼら　生,＜魚類＞　ぼら　生,100,119.0,19.2,5.0,0.1,0.0,8.0,0.0,0.0,1.0
＜魚類＞　ぼら　からすみ,＜魚類＞　ぼら　からすみ,100,353.0,40.4,28.9,0.3,0.0,350.0,0.0,0.0,10.0
＜魚類＞　ほんもろこ　生,＜魚類＞　ほんもろこ　生,100,103.0,17.5,4.1,0.1,0.0,250.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　きはだ　生,＜魚類＞　（まぐろ類）　きはだ　生,100,102.0,24.3,1.0,0.0,0.0,2.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,100,115.0,26.4,1.4,0.1,0.0,83.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,100,308.0,20.1,27.5,0.1,0.0,270.0,0.0,0.0,4.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,100,153.0,24.8,7.6,0.3,0.0,840.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,100,173.0,27.2,8.3,0.2,0.0,900.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,100,187.0,28.0,9.9,0.2,0.0,990.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,100,191.0,30.4,8.7,0.3,0.0,970.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,100,202.0,29.0,10.6,0.2,0.0,1100.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,100,194.0,28.0,10.2,0.3,0.0,910.0,0.0,0.0,2.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,100,222.0,25.1,12.6,0.0,0.0,820.0,0.0,0.0,1.0
＜魚類＞　（まぐろ類）　びんなが　生,＜魚類＞　（まぐろ類）　びんなが　生,100,111.0,26.0,0.7,0.2,0.0,4.0,0.0,0.0,1.0
＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,100,88.0,21.6,0.4,0.1,0.0,6.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,100,322.0,20.3,28.3,0.1,0.0,34.0,0.0,0.0,5.0
＜魚類＞　（まぐろ類）　めじまぐろ　生,＜魚類＞　（まぐろ類）　めじまぐろ　生,100,139.0,25.2,4.8,0.1,0.0,61.0,0.0,0.0,1.0
＜魚類＞　（まぐろ類） めばち　赤身　生,＜魚類＞　（まぐろ類） めばち　赤身　生,100,115.0,25.4,2.3,0.3,0.0,17.0,0.0,0.0,1.0
＜魚類＞　（まぐろ類） めばち　脂身　生,＜魚類＞　（まぐろ類） めばち　脂身　生,100,158.0,23.9,7.5,0.3,0.0,37.0,0.0,0.0,1.0
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,100,70.0,16.0,0.7,0.2,0.0,10.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,100,96.0,18.3,2.5,0.4,0.0,0.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,100,134.0,19.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,100,265.0,17.7,21.7,0.1,0.0,8.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,100,279.0,18.8,23.6,0.1,0.0,0.0,0.0,0.0,0.0
＜魚類＞　マジェランあいなめ　生,＜魚類＞　マジェランあいなめ　生,100,243.0,13.3,22.9,0.1,0.0,1800.0,0.0,0.0,0.0
＜魚類＞　まながつお　生,＜魚類＞　まながつお　生,100,161.0,17.1,10.9,0.0,0.0,90.0,0.0,0.0,1.0
＜魚類＞　みなみくろたち　生,＜魚類＞　みなみくろたち　生,100,112.0,21.7,3.0,0.1,0.0,55.0,0.0,0.0,1.0
＜魚類＞　みなみだら　生,＜魚類＞　みなみだら　生,100,68.0,16.4,0.3,0.0,0.0,6.0,0.0,0.0,0.0
＜魚類＞　むつ　生,＜魚類＞　むつ　生,100,175.0,16.7,12.6,0.0,0.0,8.0,0.0,0.0,0.0
＜魚類＞　むつ　水煮,＜魚類＞　むつ　水煮,100,161.0,22.2,8.4,0.0,0.0,11.0,0.0,0.0,0.0
＜魚類＞　めじな　生,＜魚類＞　めじな　生,100,113.0,19.4,4.5,0.1,0.0,55.0,0.0,0.0,0.0
＜魚類＞　めばる　生,＜魚類＞　めばる　生,100,100.0,18.1,3.5,0.0,0.0,11.0,0.0,0.0,2.0
＜魚類＞　メルルーサ　生,＜魚類＞　メルルーサ　生,100,73.0,17.0,0.6,0.0,0.0,5.0,0.0,0.0,0.0
＜魚類＞　やつめうなぎ　生,＜魚類＞　やつめうなぎ　生,100,245.0,15.8,21.8,0.2,0.0,8200.0,0.0,0.0,2.0
＜魚類＞　やつめうなぎ　干しやつめ,＜魚類＞　やつめうなぎ　干しやつめ,100,449.0,50.3,31.2,0.5,0.0,1900.0,0.0,0.0,0.0
＜魚類＞　やまめ　養殖　生,＜魚類＞　やまめ　養殖　生,100,110.0,18.4,4.3,0.3,0.0,15.0,0.0,0.0,3.0
＜魚類＞　わかさぎ　生,＜魚類＞　わかさぎ　生,100,71.0,14.4,1.7,0.1,0.0,99.0,0.0,0.0,1.0
＜魚類＞　わかさぎ　つくだ煮,＜魚類＞　わかさぎ　つくだ煮,100,308.0,28.7,5.5,0.0,0.0,460.0,0.0,0.0,0.0
＜魚類＞　わかさぎ　あめ煮,＜魚類＞　わかさぎ　あめ煮,100,301.0,26.3,5.1,0.0,0.0,420.0,0.0,0.0,0.0
＜貝類＞　あかがい　生,＜貝類＞　あかがい　生,100,70.0,13.5,0.3,3.2,0.0,35.0,0.0,0.0,2.0
＜貝類＞　あげまき　生,＜貝類＞　あげまき　生,100,44.0,8.1,0.6,1.8,0.0,27.0,0.0,0.0,1.0
＜貝類＞　あさり　生,＜貝類＞　あさり　生,100,27.0,6.0,0.3,0.4,0.0,4.0,0.0,0.0,1.0
＜貝類＞　あさり　つくだ煮,＜貝類＞　あさり　つくだ煮,100,218.0,20.8,2.4,0.0,0.0,43.0,0.0,0.0,0.0
＜貝類＞　あさり　缶詰　水煮,＜貝類＞　あさり　缶詰　水煮,100,102.0,20.3,2.2,1.7,0.0,6.0,0.0,0.0,0.0
＜貝類＞　あさり　缶詰　味付け,＜貝類＞　あさり　缶詰　味付け,100,124.0,16.6,1.9,0.0,0.0,6.0,0.0,0.0,0.0
＜貝類＞　あわび　くろあわび　生,＜貝類＞　あわび　くろあわび　生,100,76.0,14.3,0.8,3.3,0.0,1.0,0.0,0.0,1.0
＜貝類＞　あわび　まだかあわび　生,＜貝類＞　あわび　まだかあわび　生,100,74.0,14.6,0.4,2.9,0.0,2.0,0.0,0.0,2.0
＜貝類＞　あわび　めがいあわび　生,＜貝類＞　あわび　めがいあわび　生,100,74.0,12.2,0.3,6.1,0.0,1.0,0.0,0.0,1.0
＜貝類＞　あわび　干し,＜貝類＞　あわび　干し,100,257.0,38.0,1.6,21.4,0.0,4.0,0.0,0.0,0.0
＜貝類＞　あわび　塩辛,＜貝類＞　あわび　塩辛,100,93.0,14.8,3.9,1.3,0.0,58.0,0.0,0.0,0.0
＜貝類＞　あわび　水煮缶詰,＜貝類＞　あわび　水煮缶詰,100,85.0,19.4,0.4,0.9,0.0,0.0,0.0,0.0,0.0
＜貝類＞　いがい　生,＜貝類＞　いがい　生,100,63.0,10.3,1.6,2.8,0.0,34.0,0.0,0.0,5.0
＜貝類＞　いたやがい　養殖　生,＜貝類＞　いたやがい　養殖　生,100,55.0,10.8,0.8,1.4,0.0,6.0,0.0,0.0,0.0
＜貝類＞　エスカルゴ　水煮缶詰,＜貝類＞　エスカルゴ　水煮缶詰,100,75.0,16.5,1.0,0.7,0.0,0.0,0.0,0.0,0.0
＜貝類＞　かき　養殖　生,＜貝類＞　かき　養殖　生,100,58.0,6.9,2.2,2.3,0.0,24.0,0.0,0.0,3.0
＜貝類＞　かき　養殖　水煮,＜貝類＞　かき　養殖　水煮,100,90.0,9.9,3.6,6.5,0.0,43.0,0.0,0.0,3.0
＜貝類＞　かき　養殖　フライ,＜貝類＞　かき　養殖　フライ,100,256.0,7.6,11.1,14.2,0.0,19.0,0.0,0.0,2.0
＜貝類＞　かき　くん製油漬缶詰,＜貝類＞　かき　くん製油漬缶詰,100,294.0,12.5,22.6,10.1,0.0,2.0,0.0,0.0,0.0
＜貝類＞　さざえ　生,＜貝類＞　さざえ　生,100,83.0,19.4,0.4,0.7,0.0,31.0,0.0,0.0,1.0
＜貝類＞　さざえ　焼き,＜貝類＞　さざえ　焼き,100,91.0,21.3,0.4,0.8,0.0,44.0,0.0,0.0,1.0
＜貝類＞　さるぼう　味付け缶詰,＜貝類＞　さるぼう　味付け缶詰,100,131.0,15.9,2.2,11.6,0.0,8.0,0.0,0.0,0.0
＜貝類＞　しじみ　生,＜貝類＞　しじみ　生,100,54.0,7.5,1.4,4.1,0.0,33.0,0.0,0.0,2.0
＜貝類＞　しじみ　水煮,＜貝類＞　しじみ　水煮,100,95.0,15.4,2.7,5.0,0.0,76.0,0.0,0.0,1.0
＜貝類＞　たいらがい　貝柱　生,＜貝類＞　たいらがい　貝柱　生,100,94.0,21.8,0.2,1.4,0.0,0.0,0.0,0.0,2.0
＜貝類＞　たにし　生,＜貝類＞　たにし　生,100,73.0,13.0,1.1,3.2,0.0,95.0,0.0,0.0,0.0
＜貝類＞　つぶ　生,＜貝類＞　つぶ　生,100,82.0,17.8,0.2,2.1,0.0,2.0,0.0,0.0,0.0
＜貝類＞　とこぶし　生,＜貝類＞　とこぶし　生,100,78.0,16.0,0.4,2.7,0.0,5.0,0.0,0.0,1.0
＜貝類＞　とりがい　斧足　生,＜貝類＞　とりがい　斧足　生,100,81.0,12.9,0.3,6.2,0.0,0.0,0.0,0.0,1.0
＜貝類＞　ばい　生,＜貝類＞　ばい　生,100,81.0,16.3,0.6,2.8,0.0,1.0,0.0,0.0,2.0
＜貝類＞　ばかがい　生,＜貝類＞　ばかがい　生,100,56.0,10.9,0.5,2.2,0.0,5.0,0.0,0.0,1.0
＜貝類＞　（はまぐり類）　はまぐり　生,＜貝類＞　（はまぐり類）　はまぐり　生,100,35.0,6.1,0.6,1.6,0.0,9.0,0.0,0.0,1.0
＜貝類＞　（はまぐり類）　はまぐり　水煮,＜貝類＞　（はまぐり類）　はまぐり　水煮,100,79.0,14.9,1.5,2.6,0.0,16.0,0.0,0.0,1.0
＜貝類＞　（はまぐり類）　はまぐり　焼き,＜貝類＞　（はまぐり類）　はまぐり　焼き,100,70.0,13.3,1.0,2.5,0.0,16.0,0.0,0.0,2.0
＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,100,211.0,27.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,100,41.0,6.5,1.0,1.2,0.0,6.0,0.0,0.0,1.0
＜貝類＞　ほたてがい　生,＜貝類＞　ほたてがい　生,100,66.0,13.5,0.9,1.4,0.0,23.0,0.0,0.0,3.0
＜貝類＞　ほたてがい　水煮,＜貝類＞　ほたてがい　水煮,100,89.0,17.6,1.9,1.7,0.0,34.0,0.0,0.0,2.0
＜貝類＞　ほたてがい　貝柱　生,＜貝類＞　ほたてがい　貝柱　生,100,82.0,16.9,0.3,3.1,0.0,1.0,0.0,0.0,2.0
＜貝類＞　ほたてがい　貝柱　焼き,＜貝類＞　ほたてがい　貝柱　焼き,100,123.0,23.8,0.3,4.2,0.0,1.0,0.0,0.0,1.0
＜貝類＞　ほたてがい　貝柱　煮干し,＜貝類＞　ほたてがい　貝柱　煮干し,100,301.0,65.7,1.4,6.8,0.0,0.0,0.0,0.0,0.0
＜貝類＞　ほたてがい　貝柱　水煮缶詰,＜貝類＞　ほたてがい　貝柱　水煮缶詰,100,87.0,19.5,0.6,1.4,0.0,0.0,0.0,0.0,0.0
＜貝類＞　ほっきがい　生,＜貝類＞　ほっきがい　生,100,66.0,11.1,1.1,3.4,0.0,7.0,0.0,0.0,2.0
＜貝類＞　みるがい　水管　生,＜貝類＞　みるがい　水管　生,100,77.0,18.3,0.4,0.3,0.0,0.0,0.0,0.0,1.0
＜えび・かに類＞　（えび類）　あまえび　生,＜えび・かに類＞　（えび類）　あまえび　生,100,85.0,19.8,1.5,0.1,0.0,3.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　いせえび　生,＜えび・かに類＞　（えび類）　いせえび　生,100,86.0,20.9,0.4,0.0,0.0,0.0,0.0,0.0,1.0
＜えび・かに類＞　（えび類）　くるまえび　養殖　生,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,100,90.0,21.6,0.6,0.0,0.0,4.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,100,116.0,28.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,100,97.0,23.5,0.4,0.0,0.0,4.0,0.0,0.0,1.0
＜えび・かに類＞　（えび類）　さくらえび　生,＜えび・かに類＞　（えび類）　さくらえび　生,100,78.0,16.6,2.0,0.1,0.0,2.0,0.0,0.0,1.0
＜えび・かに類＞　（えび類）　さくらえび　ゆで,＜えび・かに類＞　（えび類）　さくらえび　ゆで,100,82.0,18.2,1.5,0.0,0.0,7.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　さくらえび　素干し,＜えび・かに類＞　（えび類）　さくらえび　素干し,100,286.0,64.9,4.0,0.1,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　さくらえび　煮干し,＜えび・かに類＞　（えび類）　さくらえび　煮干し,100,252.0,59.1,2.5,0.1,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　大正えび　生,＜えび・かに類＞　（えび類）　大正えび　生,100,89.0,21.7,0.3,0.1,0.0,6.0,0.0,0.0,1.0
＜えび・かに類＞　（えび類）　しばえび　生,＜えび・かに類＞　（えび類）　しばえび　生,100,78.0,18.7,0.4,0.1,0.0,4.0,0.0,0.0,2.0
＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,100,82.0,19.6,0.6,0.6,0.0,0.0,0.0,0.0,1.0
＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,100,194.0,20.0,10.3,6.5,0.9,1.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,100,77.0,18.4,0.3,0.3,0.0,1.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　加工品　干しえび,＜えび・かに類＞　（えび類）　加工品　干しえび,100,213.0,48.6,2.8,0.3,0.0,14.0,0.0,0.0,0.0
＜えび・かに類＞　（えび類）　加工品　つくだ煮,＜えび・かに類＞　（えび類）　加工品　つくだ煮,100,239.0,25.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　がざみ　生,＜えび・かに類＞　（かに類）　がざみ　生,100,61.0,14.4,0.3,0.3,0.0,1.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　毛がに　生,＜えび・かに類＞　（かに類）　毛がに　生,100,67.0,15.8,0.5,0.2,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　毛がに　ゆで,＜えび・かに類＞　（かに類）　毛がに　ゆで,100,78.0,18.4,0.5,0.2,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　ずわいがに　生,＜えび・かに類＞　（かに類）　ずわいがに　生,100,59.0,13.9,0.4,0.1,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　ずわいがに　ゆで,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,100,65.0,15.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,100,69.0,16.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　たらばがに　生,＜えび・かに類＞　（かに類）　たらばがに　生,100,56.0,13.0,0.9,0.2,0.0,1.0,0.0,0.0,1.0
＜えび・かに類＞　（かに類）　たらばがに　ゆで,＜えび・かに類＞　（かに類）　たらばがに　ゆで,100,77.0,17.5,1.5,0.3,0.0,1.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,100,85.0,20.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0
＜えび・かに類＞　（かに類）　加工品　がん漬,＜えび・かに類＞　（かに類）　加工品　がん漬,100,58.0,8.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　あかいか　生,＜いか・たこ類＞　（いか類）　あかいか　生,100,81.0,17.9,1.5,0.0,0.0,4.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　けんさきいか　生,＜いか・たこ類＞　（いか類）　けんさきいか　生,100,77.0,17.5,1.0,0.1,0.0,7.0,0.0,0.0,2.0
＜いか・たこ類＞　（いか類）　こういか　生,＜いか・たこ類＞　（いか類）　こういか　生,100,64.0,14.9,1.3,0.1,0.0,5.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　するめいか　生,＜いか・たこ類＞　（いか類）　するめいか　生,100,76.0,17.9,0.8,0.1,0.0,13.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　するめいか　水煮,＜いか・たこ類＞　（いか類）　するめいか　水煮,100,98.0,21.9,0.9,0.1,0.0,16.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　するめいか　焼き,＜いか・たこ類＞　（いか類）　するめいか　焼き,100,108.0,23.6,1.0,0.1,0.0,22.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,100,78.0,18.6,0.7,0.1,0.0,12.0,0.0,0.0,2.0
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,100,80.0,18.6,0.6,0.1,0.0,11.0,0.0,0.0,2.0
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,100,175.0,16.7,10.8,8.2,0.8,11.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,100,75.0,16.9,0.9,0.0,0.0,15.0,0.0,0.0,1.0
＜いか・たこ類＞　（いか類）　ほたるいか　生,＜いか・たこ類＞　（いか類）　ほたるいか　生,100,74.0,11.8,3.5,0.2,0.0,1500.0,0.0,0.0,5.0
＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,100,91.0,17.7,2.9,0.4,0.0,1900.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　くん製,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,100,305.0,43.1,7.5,0.0,0.0,150.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,100,245.0,27.0,6.7,0.0,0.0,690.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　やりいか　生,＜いか・たこ類＞　（いか類）　やりいか　生,100,79.0,17.6,1.0,0.4,0.0,8.0,0.0,0.0,2.0
＜いか・たこ類＞　（いか類）　加工品　するめ,＜いか・たこ類＞　（いか類）　加工品　するめ,100,304.0,69.2,4.3,0.4,0.0,22.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　さきいか,＜いか・たこ類＞　（いか類）　加工品　さきいか,100,268.0,45.5,3.1,0.0,0.0,3.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　くん製,＜いか・たこ類＞　（いか類）　加工品　くん製,100,202.0,35.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,100,310.0,22.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　いかあられ,＜いか・たこ類＞　（いか類）　加工品　いかあられ,100,289.0,20.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　塩辛,＜いか・たこ類＞　（いか類）　加工品　塩辛,100,114.0,15.2,3.4,0.0,0.0,200.0,0.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,100,127.0,21.4,1.8,0.0,0.0,7.0,0.0,0.0,0.0
＜いか・たこ類＞　（たこ類）　いいだこ　生,＜いか・たこ類＞　（たこ類）　いいだこ　生,100,64.0,14.6,0.8,0.1,0.0,36.0,0.0,0.0,1.0
＜いか・たこ類＞　（たこ類）　まだこ　生,＜いか・たこ類＞　（たこ類）　まだこ　生,100,70.0,16.4,0.7,0.1,0.0,5.0,0.0,0.0,0.0
＜いか・たこ類＞　（たこ類）　まだこ　ゆで,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,100,91.0,21.7,0.7,0.1,0.0,5.0,0.0,0.0,0.0
＜いか・たこ類＞　（たこ類）　みずだこ　生,＜いか・たこ類＞　（たこ類）　みずだこ　生,100,61.0,13.4,0.9,0.1,0.0,4.0,0.0,0.0,1.0
