name,kana,per,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,vitA_ug,vitB1_mg,vitB2_mg,vitC_mg
＜調味料類＞　（調味ソース類）　焼き鳥のたれ,＜調味料類＞　（調味ソース類）　焼き鳥のたれ,100,131.0,3.3,0.0,18.5,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　焼き肉のたれ,＜調味料類＞　（調味ソース類）　焼き肉のたれ,100,164.0,4.3,2.2,27.2,0.4,0.0,0.0,0.0,1.0
＜調味料類＞　（調味ソース類）　みたらしのたれ,＜調味料類＞　（調味ソース類）　みたらしのたれ,100,127.0,0.9,0.0,28.2,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ゆずこしょう,＜調味料類＞　（調味ソース類）　ゆずこしょう,100,37.0,1.3,0.8,0.0,6.2,22.0,0.0,0.0,2.0
＜調味料類＞　（トマト加工品類）　トマトピューレー,＜調味料類＞　（トマト加工品類）　トマトピューレー,100,44.0,1.9,0.1,5.2,1.8,52.0,0.0,0.0,10.0
＜調味料類＞　（トマト加工品類）　トマトペースト,＜調味料類＞　（トマト加工品類）　トマトペースト,100,94.0,3.8,0.1,13.4,4.7,85.0,0.0,0.0,15.0
＜調味料類＞　（トマト加工品類）　トマトケチャップ,＜調味料類＞　（トマト加工品類）　トマトケチャップ,100,104.0,1.6,0.2,24.0,1.7,43.0,0.0,0.0,8.0
＜調味料類＞　（トマト加工品類）　トマトソース,＜調味料類＞　（トマト加工品類）　トマトソース,100,41.0,2.0,0.2,5.3,1.1,40.0,0.0,0.0,0.0
＜調味料類＞　（トマト加工品類）　チリソース,＜調味料類＞　（トマト加工品類）　チリソース,100,112.0,1.8,0.1,0.0,1.9,42.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,100,668.0,1.4,76.0,2.1,0.0,24.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,100,668.0,2.5,74.7,0.5,0.0,54.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,100,262.0,2.9,28.3,2.6,0.8,46.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,100,325.0,0.0,31.5,11.3,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,100,179.0,1.9,14.5,6.5,0.2,0.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,100,83.0,3.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,100,399.0,2.7,38.3,12.5,0.8,4.0,0.0,0.0,0.0
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,100,392.0,0.3,39.2,11.9,0.4,8.0,0.0,0.0,2.0
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,100,376.0,0.1,38.8,8.5,0.0,3.0,0.0,0.0,1.0
＜調味料類＞　（みそ類）　米みそ　甘みそ,＜調味料類＞　（みそ類）　米みそ　甘みそ,100,206.0,9.7,3.0,0.0,5.6,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,100,182.0,12.5,6.0,11.8,4.9,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,100,178.0,13.1,5.5,0.0,4.1,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　米みそ　だし入りみそ,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,100,167.0,11.0,5.6,9.7,4.1,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,100,164.0,10.3,5.1,10.3,4.9,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　麦みそ,＜調味料類＞　（みそ類）　麦みそ,100,184.0,9.7,4.3,0.0,6.3,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　豆みそ,＜調味料類＞　（みそ類）　豆みそ,100,207.0,17.2,10.5,0.0,6.5,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　減塩みそ,＜調味料類＞　（みそ類）　減塩みそ,100,190.0,11.0,5.9,12.5,4.3,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,100,321.0,21.9,9.3,21.0,6.6,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,100,122.0,8.9,3.7,8.3,2.8,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　辛子酢みそ,＜調味料類＞　（みそ類）　辛子酢みそ,100,216.0,5.0,2.1,23.9,2.7,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　ごまみそ,＜調味料類＞　（みそ類）　ごまみそ,100,245.0,9.4,9.9,5.2,5.5,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　酢みそ,＜調味料類＞　（みそ類）　酢みそ,100,211.0,4.9,1.5,25.1,2.8,0.0,0.0,0.0,0.0
＜調味料類＞　（みそ類）　練りみそ,＜調味料類＞　（みそ類）　練りみそ,100,267.0,5.5,1.7,36.9,3.2,0.0,0.0,0.0,0.0
＜調味料類＞　（ルウ類）　カレールウ,＜調味料類＞　（ルウ類）　カレールウ,100,474.0,6.5,34.1,35.1,6.4,6.0,0.0,0.0,0.0
＜調味料類＞　（ルウ類）　ハヤシルウ,＜調味料類＞　（ルウ類）　ハヤシルウ,100,501.0,5.8,33.2,0.0,2.5,95.0,0.0,0.0,0.0
＜調味料類＞　（その他）　お茶漬けの素　さけ,＜調味料類＞　（その他）　お茶漬けの素　さけ,100,251.0,20.2,3.7,27.9,3.5,180.0,0.0,0.0,12.0
＜調味料類＞　（その他）　キムチの素,＜調味料類＞　（その他）　キムチの素,100,125.0,5.3,1.0,12.6,3.6,190.0,0.0,0.0,0.0
＜調味料類＞　（その他）　酒かす,＜調味料類＞　（その他）　酒かす,100,215.0,14.9,1.5,0.0,5.2,0.0,0.0,0.0,0.0
＜調味料類＞　（その他）　即席すまし汁,＜調味料類＞　（その他）　即席すまし汁,100,194.0,18.3,0.8,10.4,3.3,200.0,0.0,0.0,25.0
＜調味料類＞　（その他）　ふりかけ　たまご,＜調味料類＞　（その他）　ふりかけ　たまご,100,428.0,23.4,21.9,29.3,5.1,360.0,0.0,0.0,11.0
＜調味料類＞　（その他）　みりん風調味料,＜調味料類＞　（その他）　みりん風調味料,100,225.0,0.1,0.0,39.2,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（その他）　料理酒,＜調味料類＞　（その他）　料理酒,100,88.0,0.2,0.0,3.5,0.0,0.0,0.0,0.0,0.0
＜香辛料類＞　オールスパイス　粉,＜香辛料類＞　オールスパイス　粉,100,364.0,5.6,5.6,0.0,0.0,3.0,0.0,0.0,0.0
＜香辛料類＞　オニオンパウダー,＜香辛料類＞　オニオンパウダー,100,363.0,8.8,1.1,0.0,0.0,0.0,0.0,0.0,10.0
＜香辛料類＞　からし　粉,＜香辛料類＞　からし　粉,100,435.0,33.0,14.3,0.0,0.0,3.0,0.0,0.0,0.0
＜香辛料類＞　からし　練り,＜香辛料類＞　からし　練り,100,314.0,5.9,14.5,0.0,0.0,1.0,0.0,0.0,0.0
＜香辛料類＞　からし　練りマスタード,＜香辛料類＞　からし　練りマスタード,100,175.0,4.8,10.6,8.9,0.0,4.0,0.0,0.0,0.0
＜香辛料類＞　からし　粒入りマスタード,＜香辛料類＞　からし　粒入りマスタード,100,229.0,7.6,16.0,5.1,0.0,3.0,0.0,0.0,0.0
＜香辛料類＞　カレー粉,＜香辛料類＞　カレー粉,100,338.0,13.0,12.2,0.0,36.9,32.0,0.0,0.0,2.0
＜香辛料類＞　クローブ　粉,＜香辛料類＞　クローブ　粉,100,398.0,7.2,13.6,0.0,0.0,10.0,0.0,0.0,0.0
＜香辛料類＞　こしょう　黒　粉,＜香辛料類＞　こしょう　黒　粉,100,362.0,11.0,6.0,38.5,0.0,15.0,0.0,0.0,0.0
＜香辛料類＞　こしょう　白　粉,＜香辛料類＞　こしょう　白　粉,100,376.0,10.1,6.4,38.7,0.0,0.0,0.0,0.0,0.0
＜香辛料類＞　こしょう　混合　粉,＜香辛料類＞　こしょう　混合　粉,100,369.0,10.6,6.2,38.6,0.0,7.0,0.0,0.0,1.0
＜香辛料類＞　さんしょう　粉,＜香辛料類＞　さんしょう　粉,100,375.0,10.3,6.2,0.0,0.0,17.0,0.0,0.0,0.0
＜香辛料類＞　シナモン　粉,＜香辛料類＞　シナモン　粉,100,356.0,3.6,3.5,0.0,0.0,1.0,0.0,0.0,0.0
＜香辛料類＞　しょうが　粉,＜香辛料類＞　しょうが　粉,100,365.0,7.8,4.9,55.6,0.0,1.0,0.0,0.0,0.0
＜香辛料類＞　しょうが　おろし,＜香辛料類＞　しょうが　おろし,100,41.0,0.7,0.6,4.7,0.0,1.0,0.0,0.0,120.0
＜香辛料類＞　セージ　粉,＜香辛料類＞　セージ　粉,100,377.0,6.4,10.1,0.0,0.0,120.0,0.0,0.0,0.0
＜香辛料類＞　タイム　粉,＜香辛料類＞　タイム　粉,100,342.0,6.5,5.2,0.0,0.0,82.0,0.0,0.0,0.0
＜香辛料類＞　チリパウダー,＜香辛料類＞　チリパウダー,100,374.0,15.0,8.2,0.0,0.0,770.0,0.0,0.0,0.0
＜香辛料類＞　とうがらし　粉,＜香辛料類＞　とうがらし　粉,100,412.0,16.2,9.7,0.0,0.0,720.0,0.0,0.0,0.0
＜香辛料類＞　ナツメグ　粉,＜香辛料類＞　ナツメグ　粉,100,520.0,5.7,38.5,0.0,0.0,1.0,0.0,0.0,0.0
＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,100,380.0,19.9,0.8,18.4,0.0,0.0,0.0,0.0,0.0
＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,100,382.0,19.9,0.8,16.8,0.0,0.0,0.0,0.0,0.0
＜香辛料類＞　にんにく　おろし,＜香辛料類＞　にんにく　おろし,100,170.0,4.7,0.5,1.2,0.0,0.0,0.0,0.0,0.0
＜香辛料類＞　バジル　粉,＜香辛料類＞　バジル　粉,100,307.0,21.1,2.2,0.0,0.0,210.0,0.0,0.0,1.0
＜香辛料類＞　パセリ　乾,＜香辛料類＞　パセリ　乾,100,341.0,28.7,2.2,5.4,0.0,2300.0,0.0,0.0,820.0
＜香辛料類＞　パプリカ　粉,＜香辛料類＞　パプリカ　粉,100,385.0,15.5,11.6,0.0,0.0,500.0,0.0,0.0,0.0
＜香辛料類＞　わさび　粉　からし粉入り,＜香辛料類＞　わさび　粉　からし粉入り,100,384.0,16.5,4.4,0.0,0.0,2.0,0.0,0.0,0.0
＜香辛料類＞　わさび　練り,＜香辛料類＞　わさび　練り,100,265.0,3.3,10.3,0.0,0.0,1.0,0.0,0.0,0.0
＜その他＞　酵母　パン酵母　圧搾,＜その他＞　酵母　パン酵母　圧搾,100,105.0,16.5,1.5,2.5,10.3,0.0,0.0,0.0,0.0
＜その他＞　酵母　パン酵母　乾燥,＜その他＞　酵母　パン酵母　乾燥,100,307.0,37.1,6.8,1.4,32.6,0.0,0.0,0.0,1.0
＜その他＞　ベーキングパウダー,＜その他＞　ベーキングパウダー,100,150.0,0.0,1.2,35.0,0.0,0.0,0.0,0.0,0.0
和風料理　和え物類　青菜の白和え,和風料理　和え物類　青菜の白和え,100,81.0,4.2,3.4,7.2,2.4,130.0,0.0,0.0,3.0
和風料理　和え物類　いんげんのごま和え,和風料理　和え物類　いんげんのごま和え,100,77.0,3.7,3.4,4.9,2.8,73.0,0.0,0.0,5.0
和風料理　和え物類　わかめとねぎの酢みそ和え,和風料理　和え物類　わかめとねぎの酢みそ和え,100,85.0,3.8,0.9,10.5,2.5,11.0,0.0,0.0,4.0
和風料理　汁物類　とん汁,和風料理　汁物類　とん汁,100,26.0,1.5,1.5,0.9,0.5,17.0,0.0,0.0,1.0
和風料理　酢の物類　紅白なます,和風料理　酢の物類　紅白なます,100,34.0,0.6,0.6,6.1,0.9,38.0,0.0,0.0,6.0
和風料理　煮物類　卯の花いり,和風料理　煮物類　卯の花いり,100,84.0,4.4,4.1,3.9,5.1,38.0,0.0,0.0,1.0
和風料理　煮物類　親子丼の具,和風料理　煮物類　親子丼の具,100,101.0,8.4,5.2,3.0,0.4,57.0,0.0,0.0,2.0
和風料理　煮物類　牛飯の具,和風料理　煮物類　牛飯の具,100,122.0,4.1,9.4,4.0,1.0,4.0,0.0,0.0,2.0
和風料理　煮物類　切り干し大根の煮物,和風料理　煮物類　切り干し大根の煮物,100,48.0,2.3,2.5,3.2,2.0,54.0,0.0,0.0,0.0
和風料理　煮物類　きんぴらごぼう,和風料理　煮物類　きんぴらごぼう,100,84.0,1.4,4.5,4.2,3.2,86.0,0.0,0.0,1.0
和風料理　煮物類　ぜんまいのいため煮,和風料理　煮物類　ぜんまいのいため煮,100,80.0,3.4,4.2,4.9,2.2,42.0,0.0,0.0,0.0
和風料理　煮物類　筑前煮,和風料理　煮物類　筑前煮,100,85.0,4.4,3.5,5.9,1.8,80.0,0.0,0.0,4.0
和風料理　煮物類　肉じゃが,和風料理　煮物類　肉じゃが,100,78.0,4.3,1.3,10.3,1.3,53.0,0.0,0.0,9.0
和風料理　煮物類　ひじきのいため煮,和風料理　煮物類　ひじきのいため煮,100,75.0,3.1,4.0,6.5,3.4,84.0,0.0,0.0,0.0
和風料理　その他　アジの南蛮漬け,和風料理　その他　アジの南蛮漬け,100,109.0,8.1,6.1,4.6,0.9,39.0,0.0,0.0,3.0
和風料理　その他　松前漬け　しょうゆ漬,和風料理　その他　松前漬け　しょうゆ漬,100,166.0,17.0,1.4,12.9,1.6,11.0,0.0,0.0,0.0
洋風料理　カレー類　チキンカレー,洋風料理　カレー類　チキンカレー,100,131.0,5.6,8.8,5.6,1.2,46.0,0.0,0.0,3.0
洋風料理　カレー類　ビーフカレー,洋風料理　カレー類　ビーフカレー,100,119.0,2.4,9.0,5.7,0.9,9.0,0.0,0.0,1.0
洋風料理　カレー類　ポークカレー,洋風料理　カレー類　ポークカレー,100,116.0,2.8,8.6,5.8,0.9,26.0,0.0,0.0,2.0
洋風料理　コロッケ類　カニクリームコロッケ,洋風料理　コロッケ類　カニクリームコロッケ,100,255.0,5.1,17.1,21.1,1.0,9.0,0.0,0.0,0.0
洋風料理　コロッケ類　コーンクリームコロッケ,洋風料理　コロッケ類　コーンクリームコロッケ,100,245.0,5.1,16.0,21.6,1.4,16.0,0.0,0.0,2.0
洋風料理　コロッケ類　ポテトコロッケ,洋風料理　コロッケ類　ポテトコロッケ,100,226.0,5.3,12.6,23.2,2.0,10.0,0.0,0.0,10.0
洋風料理　シチュー類　チキンシチュー,洋風料理　シチュー類　チキンシチュー,100,124.0,6.2,8.0,5.5,1.2,53.0,0.0,0.0,7.0
洋風料理　シチュー類　ビーフシチュー,洋風料理　シチュー類　ビーフシチュー,100,153.0,4.1,12.6,4.3,0.7,58.0,0.0,0.0,4.0
洋風料理　素揚げ類　ミートボール,洋風料理　素揚げ類　ミートボール,100,199.0,10.2,12.5,10.8,1.3,27.0,0.0,0.0,1.0
洋風料理　スープ類　かぼちゃのクリームスープ,洋風料理　スープ類　かぼちゃのクリームスープ,100,73.0,1.5,3.9,8.1,1.3,110.0,0.0,0.0,9.0
洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,100,62.0,1.7,2.6,4.1,0.6,16.0,0.0,0.0,1.0
洋風料理　スープ類　コーンクリームスープ　粉末タイプ,洋風料理　スープ類　コーンクリームスープ　粉末タイプ,100,425.0,8.1,13.7,0.0,0.0,8.0,0.0,0.0,2.0
洋風料理　ハンバーグステーキ類　合いびきハンバーグ,洋風料理　ハンバーグステーキ類　合いびきハンバーグ,100,197.0,13.4,12.2,4.3,1.1,18.0,0.0,0.0,2.0
洋風料理　ハンバーグステーキ類　チキンハンバーグ,洋風料理　ハンバーグステーキ類　チキンハンバーグ,100,171.0,12.6,10.2,7.0,1.0,29.0,0.0,0.0,2.0
洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,100,142.0,9.9,9.2,6.8,1.3,47.0,0.0,0.0,2.0
洋風料理　フライ類　いかフライ,洋風料理　フライ類　いかフライ,100,227.0,13.3,11.3,19.3,0.9,8.0,0.0,0.0,1.0
洋風料理　フライ類　えびフライ,洋風料理　フライ類　えびフライ,100,236.0,15.9,11.6,20.0,1.0,13.0,0.0,0.0,0.0
洋風料理　フライ類　白身フライ,洋風料理　フライ類　白身フライ,100,299.0,9.7,21.8,0.0,0.0,57.0,0.0,0.0,1.0
洋風料理　フライ類　メンチカツ,洋風料理　フライ類　メンチカツ,100,273.0,10.7,18.7,16.3,1.7,10.0,0.0,0.0,1.0
洋風料理　フライ用冷凍食品　いかフライ　冷凍,洋風料理　フライ用冷凍食品　いかフライ　冷凍,100,146.0,10.6,2.0,0.0,0.0,3.0,0.0,0.0,0.0
洋風料理　フライ用冷凍食品　えびフライ　冷凍,洋風料理　フライ用冷凍食品　えびフライ　冷凍,100,139.0,10.2,1.9,0.0,0.0,0.0,0.0,0.0,1.0
洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,100,159.0,4.7,6.3,0.0,0.0,240.0,0.0,0.0,2.0
洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,100,157.0,4.6,4.9,0.0,0.0,71.0,0.0,0.0,7.0
洋風料理　フライ用冷凍食品　白身フライ　冷凍,洋風料理　フライ用冷凍食品　白身フライ　冷凍,100,148.0,11.6,2.7,0.0,0.0,57.0,0.0,0.0,1.0
洋風料理　フライ用冷凍食品　メンチカツ　冷凍,洋風料理　フライ用冷凍食品　メンチカツ　冷凍,100,196.0,9.9,7.2,0.0,0.0,36.0,0.0,0.0,1.0
